date,cpi_all_items,industrial_production_index,stock_market_index,population_total,population_working_age,unemployment_rate,interest_rate_short_term,interest_rate_long_term,interest_rate_10y,interest_rate_2y,interest_rate_5y,interest_rate_3m,yield_curve_spread,corporate_bond_baa,corporate_bond_aaa,ted_spread,consumer_sentiment,capacity_utilization,gdp_real,gdp_nominal,household_consumption,capital_formation,government_spending,exports_volume,imports_volume,employment_level,building_permits,housing_starts,trade_balance,money_supply_broad,country,gdp_growth_qoq,gdp_growth_yoy,ip_growth,employment_growth,consumption_growth,investment_growth,exports_growth,imports_growth,m2_growth,gdp_real_lag1,gdp_real_lag2,gdp_real_lag4,unemployment_rate_lag1,unemployment_rate_lag2,unemployment_rate_lag4,industrial_production_index_lag1,industrial_production_index_lag2,industrial_production_index_lag4,interest_rate_short_term_lag1,interest_rate_short_term_lag2,interest_rate_short_term_lag4,gdp_growth_yoy_lag1,gdp_growth_yoy_lag4,trade_gdp_ratio,gov_gdp_ratio,gdp_growth_yoy_ma4,unemployment_rate_ma4,gdp_real_diff,employment_level_diff,industrial_production_index_diff,gdp_volatility_4q,stock_volatility_4q,gdp_momentum,high_volatility_regime,yield_curve_slope,yield_curve_inverted,yield_curve_curvature,credit_spread,credit_spread_change,high_financial_stress,stock_returns_1q,stock_volatility_4q_v6,risk_adjusted_returns,unemployment_momentum_v6,unemployment_vs_5y_avg,financial_conditions_index,real_activity_index,cpi_annual_growth,exchange_rate_usd,cpi_annual_growth_lag1,cpi_annual_growth_lag2,cpi_annual_growth_lag4,cpi_annual_growth_ma4,inflation_momentum,high_inflation_regime,inflation_x_volatility,unemployment_x_inflation,inflation_acceleration_v6,inflation_z_score
1980-03-31,-1.7130542294972984,-1.613795520334522,-0.9874213049635256,-1.6484169775667386,-1.7608545696605227,0.13240890899856217,2.701543644579201,1.9034919290246417,1.9034919290246417,2.287188221475846,1.9911751913958147,2.6794015778462312,-2.4078186185874597,1.7205762626411603,1.7566971469540151,1.0537770085395537,-1.683930459662997,1.4035213377915783,-1.5134815910723824,-1.340307441086073,-1.3322298927828882,-1.2693547210809888,-1.4238285353481908,-1.2285321188938032,-1.2519315700640838,-1.838531873688343,-1.0164341548968778,-0.845062368167534,1.1092569009289037,-1.0646219507805197,USA,,,,,,,,,,,,,,,,,,,,,,,,1.1315610882136586,-2.0036907865910636,,,,,,,,,-0.567214268282975,-2.4094352514740183,2.4269674369819922,2.8122190396525446,0.6139789388029244,,-0.6963435922953282,,,,,0.11401828966259306,-1.585263665185515,-0.5615212192211205,,,,,,,,,,,,
1980-06-30,-1.6737697951864858,-1.767285697556794,-0.9779803502353872,-1.6484169775667386,-1.7185394021323632,0.7047107774818917,2.0931492792459148,1.449206422444487,1.449206422444487,1.4700419539589311,1.4430630997648157,1.6043846758657803,-0.7185572371796024,1.682195240705234,1.4427195652575213,1.0537770085395537,-2.387812245881435,0.2668558980968033,-1.545777527979453,-1.3392455036631568,-1.331733109933488,-1.2971854288371356,-1.4074738765781618,-1.218533994065759,-1.2621524341517925,-1.895599961401117,-0.6740279929892876,-0.4418283810439861,1.1092569009289037,-1.0595581234356166,USA,-2.511243589768808,,,,,,,,,-1.5147047406532295,,,0.1264967023292006,,,-1.6086068406906044,,,2.694327558815531,,,,,1.1254082911672074,-1.8789109109156195,,,-1.2663961399630372,-1.0664236526130848,-2.437071504625179,,,,-0.567214268282975,-0.7199022151080541,-0.40974774910085576,0.3246020233626333,2.4737544179710618,3.701292398029914,-0.6963435922953282,1.163193944116883,,,1.2555446798053946,0.4547908935743018,1.7231599547666465,-1.2102025301363557,,,,,,,,,,,,
1980-09-30,-1.6508538751718451,-1.7345770997138585,-0.9692620366328173,-1.6484169775667386,-1.6988091521102855,0.8893242834442564,1.3706669450800266,1.5926122225349102,1.5926122225349102,1.5103616711061474,1.5364591360324038,1.4710864159413535,-0.34894379482260934,1.6230677204255637,1.5674198813923,1.0537770085395537,-1.3513269782630755,-0.22671554403024566,-1.5476021113467733,-1.3308841958396591,-1.3196166152241184,-1.3163002988035968,-1.4044769842344886,-1.2103337529614382,-1.273845640286804,-1.87373585408148,0.2899770474582357,0.3023954206941057,1.1092569009289037,-1.0518418151005262,USA,-0.7189790940195684,,,,,,,,,-1.5472617015520596,-1.51598688233542,,0.6990335711911362,0.12060786066355446,,-1.7621855310166594,-1.6033134147897705,,2.087629505803135,2.688287287605643,,,,1.12505294901475,-1.861763897972984,,,-0.5195941524647077,0.03788553988865091,0.25404160553833466,,-1.3376305716386114,,-0.567214268282975,-0.3591740286944102,-0.40974774910085576,0.2020593132005687,1.1908888833611957,-2.5234710017614237,-0.6963435922953282,0.9026406120257047,-1.3376305716386103,4.3489198395342825,0.4148620201351998,0.48776888750124126,1.0257123720219448,-0.5577205116630717,,,,,,,,,,,,
1980-12-31,-1.6099325894314156,-1.6395822502562163,-0.9612585980920529,-1.6484169775667386,-1.6883726346526897,0.7416334786743639,2.9014881797654093,2.0348636759606245,2.0348636759606245,2.276436296903256,2.0977787479436687,2.754202040249868,-1.8766950530685056,2.0909012580769892,1.9860566569876241,1.0537770085395537,-1.0187234968631542,0.49828627394888075,-1.5190070085245533,-1.3126327296711495,-1.3056420582671988,-1.2717931039483612,-1.3906393178745793,-1.201503070476225,-1.2563922340852842,-1.8429046951522703,-0.3289879375285621,0.33216437276362937,1.1092569009289037,-1.0473980482468357,USA,1.112238158298164,,,,,,,,,-1.5491010316670963,-1.5488098169952813,,0.8837228837272447,0.6933395088059732,,-1.729458071122954,-1.7569650622880097,,1.3671615816234401,2.0832182186037147,,,,1.1305264664231258,-1.8396373116922538,,0.6499639930717678,0.2259415545654663,0.163340020383238,1.1542588504937839,,-1.2429494296404537,,-0.567214268282975,-1.8830665712990051,2.4269674369819922,1.501012040918439,1.7602079075963468,1.1452301324151337,-0.6963435922953282,0.7007402456909362,-1.2429494296404529,2.740048063614506,-0.3057231167249708,0.26241926233382024,0.3437251636689335,-0.3677932871869875,,,,,,,,,,,,
1981-03-31,-1.5739218579798377,-1.6541757231275436,-0.9610721058524726,-1.584755935949805,-1.6721762977538963,0.7600948292706013,3.090053276079896,2.1963205557827115,2.1963205557827115,2.3723076243421923,2.2534388083896495,2.9776444471735473,-1.6763605858618649,2.2703584687503726,2.097396224965104,1.0537770085395537,-1.31265215484448,0.4068655373873411,-1.4884026435832305,-1.2930273286392013,-1.2945901275490264,-1.2182047084336687,-1.3704032615385175,-1.1869241135430901,-1.2384780118784438,-1.7910397114598653,-0.5028249120354925,-0.1441388603487494,1.1092569009289037,-1.04105965211444,USA,1.199469689537477,-0.5150247008027488,-0.775529195898702,-0.14276503782863945,1.6854514981218511,0.6495575649842308,0.8456560089038582,-0.16379818775693125,0.7177469252600135,-1.5202748159372401,-1.550664173498991,-1.5180653967263011,0.7359714336983572,0.8780916533680441,0.107249204804001,-1.6344084410329542,-1.7242220552964513,-1.5928517717618011,2.893714612871313,1.3646847504894641,2.676467561520492,,,1.1361668181226043,-1.7917830975894669,,0.8166938869466994,0.2751852135973427,0.4576159622841214,-0.4296107041637818,,-0.4263948418155155,,-0.567214268282975,-1.6842979787853587,2.4269674369819922,0.7412472379136478,2.314345091185209,1.1151588116431583,-0.6963435922953282,-0.305600952132791,-0.426394841815515,-0.4313978862135617,0.05456945170511713,0.2503273312272768,0.19427110504864004,-0.609915845360048,,,,,,,,,,,,
1981-06-30,-1.5428216808171111,-1.6361820344352558,-0.9647940897276306,-1.584755935949805,-1.6341247734614919,0.7416334786743639,3.392519168319721,2.4339931055829247,2.4339931055829247,2.674257506089123,2.5345703114981477,3.1262863916935917,-2.0446352431429498,2.4332184807487627,2.3712915621897053,1.0537770085395537,-0.8743374894337302,0.3237247368169026,-1.5002043630771893,-1.2876079127043556,-1.2880669029383565,-1.2257313413750923,-1.3577248017422434,-1.1835602584607576,-1.236525653158932,-1.806150853987108,-1.0480408775345016,-0.8504749049074474,1.1092569009289037,-1.0352551969605885,USA,-1.2933486610258453,0.11704180516836474,0.8135190173374345,0.2685533697303997,2.2549658543894093,1.279275095032121,0.5626354168304586,0.3557114460146474,0.7437080561069339,-1.4894230987198325,-1.5216024622928281,-1.5514136992708227,0.754440364951969,0.7302899377183867,0.6814902856780231,-1.6490103295149883,-1.6291272721177399,-1.7466999329309645,3.0817539559665157,2.887138987507347,2.0746444304572202,-0.5144125044161474,,1.1340176461372813,-1.7147422367704006,,0.8265015277628718,-0.7641170969146508,-0.47942058955816497,0.041368429163755306,0.027315129000042095,-0.1127473653648229,,1.7532077383291955,-2.052387964921737,2.4269674369819922,0.4716532755571147,1.6387531824261763,-1.320618170883848,-0.6963435922953282,-0.7689766032496799,-0.1127473653648227,-0.8551864285401967,-0.025495563501572165,0.20928804989597308,-0.6944597017824574,-0.6922023282195195,,,,,,,,,,,,
1981-09-30,-1.5002635436470644,-1.6350468692155251,-0.9764729039043902,-1.584755935949805,-1.6264052385610186,0.7416334786743639,3.3436279202180472,2.7639267295671877,2.7639267295671877,3.029967010699008,2.884569598925172,3.16848152433154,-2.3030963701649187,2.6531313631924487,2.6841557482064244,1.0537770085395537,-0.8073011288414984,0.3746468173853142,-1.4812753247731139,-1.2737395190122958,-1.2797410193718906,-1.1922300124911334,-1.3501945098538475,-1.1904455789706458,-1.247053727916854,-1.819103261867602,-1.3878131458889567,-1.213114866481645,1.1092569009289037,-1.0291062637560633,USA,0.4961443939472618,0.7437414111151351,0.5053153283897359,-0.07092700458502264,1.7662443876687604,2.8480677266452092,0.01166283661431572,0.4560354361688145,0.5374603072606263,-1.501320202718065,-1.4904987022853062,-1.5532977368302896,0.7359714336983572,0.7487651521745946,0.8667293440244821,-1.6310062644112358,-1.6437360971903252,-1.7139150490796016,3.383376519193301,3.074673445047503,1.3599655884738242,0.1158839452621135,,1.1374493916617816,-1.7096719490809953,,0.7872709644981816,-0.010957544256010367,-0.4492185849946533,-0.20228620024564353,0.40818891580272176,0.3312395442825497,,1.7532077383291955,-2.3026891554944724,2.4269674369819922,0.2755849392977996,1.1149796801298517,-1.0199049631644541,-0.6963435922953282,-1.7627742018400736,0.3312395442825497,-1.4709221664300163,0.01453694410177248,0.19567808414834728,-1.7369962473313811,-0.7882456766465987,,,,,,,,,,,,
1981-12-31,-1.4838950293508926,-1.71605542719844,-0.9715232002010199,-1.584755935949805,-1.598698441774956,1.2031672435802763,2.3265850957028817,2.5352797196328054,2.5352797196328054,2.4583230209229203,2.5175892139949503,2.2181320596904808,-0.8063728408406207,2.7174455080580535,2.5828367413469167,1.0537770085395537,-1.5111829150599367,-0.29676778598931935,-1.498704942413874,-1.2708819033825067,-1.2763864526548339,-1.1992547646870395,-1.3336851247259316,-1.1877932220181775,-1.2387232567600635,-1.8422958212775462,-1.5221417170988574,-1.2158211348516015,1.1092569009289037,-1.0205804320018896,USA,-1.6150669637399744,-0.6536493387108655,-1.1018836150996358,-0.592359216519318,0.6873007371989335,1.1951156623152537,-0.21369700082466714,0.014000777332810287,0.8676916724452738,-1.4822381751029032,-1.502492999553685,-1.5237708603395717,0.7359714336983572,0.7302899377183867,0.7185380973473141,-1.629870444576345,-1.6257234793005384,-1.6186986438731903,3.334621588637062,3.375486151822215,2.8742525067160893,0.7408285245293259,,1.1342924786097377,-1.6053897894551539,-0.09327432991449719,0.9098664747003375,-0.9020474817919342,-0.592484504077978,-1.3895015852602202,0.4340723299618197,0.06947604686667785,,1.7532077383291955,-0.793520212335329,-0.40974774910085576,-0.8027909101283717,2.276390489569539,2.318011642520718,-0.6963435922953282,0.3591240035259072,0.0694760468666777,0.10088845639301353,1.0153496341853416,0.6663996879388315,1.0891883357140995,-1.4418994093236417,,,,,,,,,,,,
1982-03-31,-1.4740739207731892,-1.7351103633752205,-0.9797519850133505,-1.5223164136499299,-1.5951048651833561,1.535471554312532,2.4837566085654594,2.5974556609307506,2.5974556609307506,2.6258738455124626,2.591173969842141,2.5240467713156045,-1.2548612140808042,2.8263646243627094,2.7142174315603427,1.0537770085395537,-1.4493031975901842,-0.8951330571721299,-1.523286858534067,-1.2718032861052395,-1.2682384752141138,-1.2427171637764494,-1.3250990529837179,-1.200731905572812,-1.2474220316180764,-1.8408013126759508,-1.271921829551003,-1.158989499082511,1.1092569009289037,-1.0152410222164476,USA,-2.0434276524556547,-2.265526506346153,-1.1457290488165202,-1.0713327491129905,0.3628454478049821,-1.180182768745765,-1.1160389786951477,-1.0283951385002699,0.7270726590254759,-1.4998086633548653,-1.4832550815079433,-1.4921692497659909,1.1976947150386292,0.7302899377183867,0.7370620031819609,-1.7109257177239032,-1.6245871198972799,-1.6333261529878254,2.3204144614465307,3.326862128233475,3.0607809217369364,-0.6526489341051042,-0.5083469103076591,1.129720029525908,-1.5237315453320088,-0.6162774209214853,1.1158269318399594,-1.0773383730434156,-0.24709747753115185,-0.49409180715500045,1.8074831803812537,0.1500244513517776,-1.2288799485224777,1.7532077383291955,-1.2536326950058,2.4269674369819922,0.3368562943788156,2.177708525368786,-0.1779079815501753,-0.6963435922953282,-1.4103041332483661,0.15002445135177736,-1.2964256361091475,0.7351220809619399,0.9567892455732712,-0.28379383123810903,-1.5658498116319324,,,,,,,,,,,,
1982-06-30,-1.436426337891994,-1.7829562574273077,-0.981578011879118,-1.5223164136499299,-1.56344192149824,1.8677758650447875,2.5616299589669467,2.48814634477791,2.48814634477791,2.5246265557872314,2.4977779335745525,2.4108870974229255,-1.2357644901336973,2.747527930656483,2.547208079594123,1.0537770085395537,-1.4699297700801017,-1.2856463269288383,-1.5161813168715594,-1.2636485682384504,-1.263007994077719,-1.2385324568684632,-1.3126969493560765,-1.1990128270217004,-1.25646641848008,-1.8479417426613511,-1.213976171382026,-1.2374712818112552,1.1092569009289037,-1.0084375807156425,USA,-0.1881695684638366,-1.7206959188338324,-1.729258865768329,-0.9966292791691194,0.21560490149387723,-0.9221951723366105,-1.1640069831219926,-1.43516901026148,0.7669220436657647,-1.5245892567851256,-1.5009691116850268,-1.5043555292154018,1.5301354776036238,1.1921702991235643,0.7185380973473141,-1.729991642301205,-1.7056808981493348,-1.6152904977553084,2.4771477520162115,2.315378146741685,3.3599798964149787,-2.2600121569309057,0.11656735391086757,1.1310564836220838,-1.477656896479655,-1.165344269678566,1.4149599767332186,-0.30073170146842143,-0.3679054957851987,-0.9102047711917941,1.8634936463034364,0.1744094439307439,-1.2900283820705267,1.7532077383291955,-1.2389090955603448,2.4269674369819922,0.042753789989872275,2.7394366292807923,1.1301944720291461,-0.6963435922953282,-0.5906975274220343,0.1744094439307437,-0.6577363770652681,0.7351220809619399,1.2286744843931499,0.5394793282952725,-1.7187796470391183,,,,,,,,,,,,
